type	id	chrom	strand	Up-stream Exon	Cassette Exon	Down-stream Exon	4th Exon	Transcrtip IDs	Region
CAS	chr1:+:IL12RB2:CAS:0	chr1	+	67773047:67773650	67779596:67779683	67786016:67786127	N/A	NM_001258215,NM_001258214;NM_001258216,NM_001258214;NM_001559,NM_001258214;NR_047583,NM_001258214;NR_047584,NM_001258214	chr1:67773047-67786127
CAS	chr1:+:IL24:CAS:0	chr1	+	207073640:207073702	207074839:207074997	207075343:207075417	N/A	NM_001185157,NM_001185156;NM_001185157,NM_006850;NM_001185158,NM_001185156;NM_001185158,NM_006850	chr1:207073640-207075417
CAS	chr1:-:ITGB3BP:CAS:0	chr1	-	63919589:63919645	63913236:63913285	63912477:63912527	N/A	NM_001206739,NR_045147;NM_014288,NR_045147	chr1:63912477-63919645
CAS	chr1:-:ITGB3BP:CAS:1	chr1	-	63988800:63988944	63975736:63975852	63974199:63974241	N/A	NM_014288,NM_001206739;NR_045147,NM_001206739	chr1:63974199-63988944
CAS	chr1:+:KCNAB2:CAS:0	chr1	+	6150449:6150535	6151323:6151367	6154460:6154545	N/A	NM_001199860,NM_001199862;NM_001199861,NM_001199862;NM_001199863,NM_001199862;NM_003636,NM_001199862;NM_172130,NM_001199862	chr1:6150449-6154545
CAS	chr1:-:KCND3:CAS:0	chr1	-	112322847:112322936	112321058:112321114	112319648:112319895	N/A	NM_172198,NM_004980	chr1:112319648-112322936
CAS	chr1:-:KCNN3:CAS:0	chr1	-	154744451:154744869	154709520:154709564	154705479:154705620	N/A	NM_002249,NM_001204087;NM_170782,NM_001204087	chr1:154705479-154744869
CAS	chr1:+:KCNQ4:CAS:0	chr1	+	41287986:41288074	41289769:41289930	41296756:41296976	N/A	NM_172163,NM_004700	chr1:41287986-41296976
CAS	chr1:-:KCNT2:CAS:0	chr1	-	196249990:196250118	196242598:196242618	196227324:196227624	N/A	NM_001287819,NM_001287820;NM_198503,NM_001287820	chr1:196227324-196250118
CAS	chr1:-:KCNT2:CAS:1	chr1	-	196295847:196296019	196288614:196288685	196285022:196285156	N/A	NM_001287819,NM_198503;NM_001287820,NM_198503	chr1:196285022-196296019
CAS	chr1:-:KCNT2:CAS:2	chr1	-	196342270:196342378	196311209:196311358	196309471:196309700	N/A	NM_001287820,NM_001287819;NM_001287820,NM_198503	chr1:196309471-196342378
CAS	chr1:+:KDM1A:CAS:0	chr1	+	23356962:23357127	23370920:23370979	23376880:23377013	N/A	NM_015013,NM_001009999	chr1:23356962-23377013
CAS	chr1:+:KDM1A:CAS:1	chr1	+	23385566:23385660	23392553:23392564	23395032:23395174	N/A	NM_015013,NM_001009999	chr1:23385566-23395174
CAS	chr1:+:KHDRBS1:CAS:0	chr1	+	32495899:32496023	32497125:32497241	32498789:32498935	N/A	NM_001271878,NM_006559;NM_001271878,NR_073498;NM_001271878,NR_073499	chr1:32495899-32498935
CAS	chr1:-:KIF21B:CAS:0	chr1	-	200953987:200954100	200952184:200952222	200950088:200950224	N/A	NM_001252103,NM_001252100;NM_001252103,NM_001252102;NM_017596,NM_001252100;NM_017596,NM_001252102	chr1:200950088-200954100
CAS	chr1:-:KIFAP3:CAS:0	chr1	-	170015853:170016007	170010818:170010981	170008374:170008429	N/A	NM_001204516,NM_001204514;NM_001204517,NM_001204514;NM_014970,NM_001204514	chr1:170008374-170016007
CAS	chr1:+:L1TD1:CAS:0	chr1	+	62662107:62662200	62669119:62669229	62672191:62673308	N/A	NM_019079,NM_001164835	chr1:62662107-62673308
CAS	chr1:+:LAMTOR2:CAS:0	chr1	+	156025054:156025216	156027769:156027858	156028106:156028301	N/A	NM_001145264,NM_014017	chr1:156025054-156028301
CAS	chr1:+:LGALS8:CAS:0	chr1	+	236706061:236706087	236706215:236706340	236706860:236706948	N/A	NM_201543,NM_006499;NM_201543,NM_201545;NM_201544,NM_006499;NM_201544,NM_201545	chr1:236706061-236706948
CAS	chr1:-:LIN9:CAS:0	chr1	-	226485420:226485514	226483543:226483647	226475365:226475498	N/A	NM_001270409,NM_001270410;NM_001270409,NM_173083	chr1:226475365-226485514
CAS	chr1:-:LINC01136:CAS:0	chr1	-	203273981:203274453	203273648:203273833	203270218:203270409	N/A	NR_034150,NR_034151	chr1:203270218-203274453
CAS	chr1:-:LINC01138:CAS:0	chr1	-	143744201:143744519	143721045:143721165	143719747:143719955	N/A	NR_104014,NR_027468	chr1:143719747-143744519
CAS	chr1:+:LOC100130093:CAS:0	chr1	+	227916240:227916487	227919286:227919448	227920090:227922055	N/A	NR_024486,NR_024485	chr1:227916240-227922055
CAS	chr1:+:LOC100996635:CAS:0	chr1	+	95975672:95975918	95978076:95978178	95979707:95981020	N/A	NR_110622,NR_110621	chr1:95975672-95981020
CAS	chr1:+:LPPR4:CAS:0	chr1	+	99766465:99766522	99767280:99767453	99771241:99775138	N/A	NM_001166252,NM_014839	chr1:99766465-99775138
CAS	chr1:-:LRIF1:CAS:0	chr1	-	111506243:111506566	111493910:111495437	111492473:111492745	N/A	NM_001006945,NM_018372	chr1:111492473-111506566
CAS	chr1:-:LRP8:CAS:0	chr1	-	53716362:53716534	53715052:53715228	53708041:53712728	N/A	NM_001018054,NM_004631;NM_001018054,NM_033300;NM_017522,NM_004631;NM_017522,NM_033300	chr1:53708041-53716534
CAS	chr1:-:LRP8:CAS:1	chr1	-	53723991:53724143	53722912:53723136	53720789:53720857	N/A	NM_017522,NM_001018054;NM_017522,NM_004631;NM_017522,NM_033300	chr1:53720789-53724143
CAS	chr1:-:LRRC39:CAS:0	chr1	-	100617941:100618080	100614922:100614991	100614004:100614653	N/A	NM_001256386,NM_001256385;NM_001256387,NM_001256385;NM_144620,NM_001256385	chr1:100614004-100618080
CAS	chr1:+:LRRC42:CAS:0	chr1	+	54411999:54412222	54413461:54413494	54417659:54418145	N/A	NM_052940,NM_001256409	chr1:54411999-54418145
CAS	chr1:-:LUZP1:CAS:0	chr1	-	23495259:23495351	23436078:23436143	23435515:23435620	N/A	NM_001142546,NM_033631	chr1:23435515-23495351
CAS	chr1:-:MAP3K6:CAS:0	chr1	-	27691264:27691403	27691152:27691175	27690695:27690885	N/A	NM_001297609,NM_004672	chr1:27690695-27691403
CAS	chr1:-:MCOLN3:CAS:0	chr1	-	85510816:85511045	85506693:85506860	85499781:85499934	N/A	NM_001253693,NM_018298	chr1:85499781-85511045
CAS	chr1:-:MEAF6:CAS:0	chr1	-	37974879:37974924	37970734:37970822	37967405:37967597	N/A	NM_001270875,NR_073092;NM_001270876,NR_073092;NM_022756,NR_073092;NR_073090,NR_073092;NR_073091,NR_073092	chr1:37967405-37974924
CAS	chr1:-:MEF2D:CAS:0	chr1	-	156446804:156446994	156446286:156446306	156444900:156445029	N/A	NM_001271629,NM_005920	chr1:156444900-156446994
CAS	chr1:+:MFN2:CAS:0	chr1	+	12040238:12040541	12042027:12042171	12049222:12049400	N/A	NM_001127660,NM_014874	chr1:12040238-12049400
CAS	chr1:+:MIB2:CAS:0	chr1	+	1560175:1560281	1560371:1560565	1560666:1560808	N/A	NM_001170688,NM_001170686;NM_001170688,NM_001170687;NM_001170688,NM_080875;NM_001170688,NR_033183;NM_001170689,NM_001170686;NM_001170689,NM_001170687;NM_001170689,NM_080875;NM_001170689,NR_033183	chr1:1560175-1560808
CAS	chr1:+:MIB2:CAS:1	chr1	+	1564513:1564691	1564765:1564946	1565019:1565084	N/A	NM_001170689,NM_001170686;NM_001170689,NM_001170687;NM_001170689,NM_001170688;NM_001170689,NM_080875;NM_001170689,NR_033183	chr1:1564513-1565084
CAS	chr1:+:MINOS1:CAS:0	chr1	+	19949968:19950077	19951886:19952126	19952881:19956315	N/A	NM_001032363,NM_001204083;NM_001204082,NM_001204083;NR_033757,NM_001204083;NR_033758,NM_001204083	chr1:19949968-19956315
CAS	chr1:+:MINOS1-NBL1:CAS:0	chr1	+	19923471:19923603	19927281:19927465	19981505:19981693	N/A	NM_001204089,NM_001204088	chr1:19923471-19981693
CAS	chr1:-:MKNK1:CAS:0	chr1	-	47027150:47027314	47025906:47025949	47023079:47024472	N/A	NM_198973,NM_001135553;NM_198973,NM_003684;NM_198973,NR_024176;NR_024174,NM_001135553;NR_024174,NM_003684;NR_024174,NR_024176	chr1:47023079-47027314
CAS	chr1:-:MKNK1:CAS:1	chr1	-	47037735:47037839	47037089:47037211	47034115:47034170	N/A	NM_001135553,NM_003684;NM_198973,NM_003684;NR_024174,NM_003684;NR_024176,NM_003684	chr1:47034115-47037839
CAS	chr1:-:MKNK1:CAS:2	chr1	-	47042247:47042326	47040619:47040692	47037735:47037839	N/A	NR_024174,NM_001135553;NR_024174,NM_003684;NR_024174,NM_198973;NR_024176,NM_001135553;NR_024176,NM_003684;NR_024176,NM_198973	chr1:47037735-47042326
CAS	chr1:-:MKNK1:CAS:3	chr1	-	47059785:47059952	47051546:47051646	47048900:47049001	N/A	NM_001135553,NR_024176;NM_003684,NR_024176;NM_198973,NR_024176;NR_024174,NR_024176	chr1:47048900-47059952
CAS	chr1:+:MROH7:CAS:0	chr1	+	55144936:55145112	55145564:55145718	55148329:55148467	N/A	NR_111931,NM_001039464;NR_111931,NM_001291332;NR_111931,NR_026782	chr1:55144936-55148467
CAS	chr1:+:MROH7-TTC4:CAS:0	chr1	+	55118526:55119830	55124788:55124862	55130840:55130913	N/A	NR_037640,NR_037639;NR_037641,NR_037639	chr1:55118526-55130913
CAS	chr1:+:MROH7-TTC4:CAS:1	chr1	+	55172108:55172210	55174687:55174749	55181196:55181283	N/A	NR_037639,NR_037640;NR_037639,NR_037641	chr1:55172108-55181283
CAS	chr1:+:MTF2:CAS:0	chr1	+	93592789:93592856	93594835:93595005	93599260:93599365	N/A	NM_001164392,NM_001164391;NM_001164392,NM_001164393;NM_001164392,NM_007358	chr1:93592789-93599365
CAS	chr1:+:MTR:CAS:0	chr1	+	236992489:236992568	236995266:236995378	236998847:236998987	N/A	NM_001291940,NM_000254;NM_001291940,NM_001291939	chr1:236992489-236998987
CAS	chr1:+:MTR:CAS:1	chr1	+	237023133:237023222	237024425:237024577	237025536:237025643	N/A	NM_001291939,NM_000254;NM_001291939,NM_001291940	chr1:237023133-237025643
CAS	chr1:+:MTX1:CAS:0	chr1	+	155180339:155180418	155181918:155182010	155182176:155182358	N/A	NM_198883,NM_002455	chr1:155180339-155182358
CAS	chr1:-:MXRA8:CAS:0	chr1	-	1292061:1292084	1290830:1291132	1290624:1290725	N/A	NM_001282584,NM_001282582;NM_001282584,NM_001282583;NM_001282584,NM_001282585;NM_001282584,NM_032348	chr1:1290624-1292084
CAS	chr1:+:NASP:CAS:0	chr1	+	46072154:46072263	46072993:46074009	46078841:46078920	N/A	NM_152298,NM_001195193;NM_152298,NM_002482	chr1:46072154-46078920
CAS	chr1:-:NBPF11:CAS:0	chr1	-	147599112:147599321	147597182:147597284	147596136:147596350	N/A	NR_110864,NM_001101663;NR_110864,NM_183372;NR_110864,NR_046188	chr1:147596136-147599321
CAS	chr1:-:NBPF11:CAS:1	chr1	-	147607951:147608092	147599424:147599571	147599112:147599321	N/A	NM_183372,NM_001101663;NM_183372,NR_046188;NM_183372,NR_110864	chr1:147599112-147608092
CAS	chr1:+:NBPF6:CAS:0	chr1	+	108999629:108999680	108999870:108999956	109000558:109000697	N/A	NM_001143988,NM_001143987	chr1:108999629-109000697
CAS	chr1:+:NCSTN:CAS:0	chr1	+	160313063:160313271	160314266:160314404	160314512:160314616	N/A	NM_001290186,NM_001290184;NM_015331,NM_001290184	chr1:160313063-160314616
CAS	chr1:-:NDC1:CAS:0	chr1	-	54303878:54304225	54301173:54301293	54298163:54298264	N/A	NR_033142,NM_001168551;NR_033142,NM_018087	chr1:54298163-54304225
CAS	chr1:+:NECAP2:CAS:0	chr1	+	16778333:16778510	16782313:16782388	16785337:16786584	N/A	NM_001145277,NM_001145278;NM_001145277,NM_018090	chr1:16778333-16786584
CAS	chr1:+:NENF:CAS:0	chr1	+	212606229:212606462	212615907:212615967	212617681:212617784	N/A	NR_026598,NM_013349	chr1:212606229-212617784
CAS	chr1:+:NEXN:CAS:0	chr1	+	78381740:78381818	78383251:78383442	78383645:78383723	N/A	NM_001172309,NM_144573	chr1:78381740-78383723
CAS	chr1:+:NFASC:CAS:0	chr1	+	204913354:204913534	204919685:204919702	204921139:204921244	N/A	NM_001160331,NM_001005388;NM_001160331,NM_001005389;NM_001160332,NM_001005388;NM_001160332,NM_001005389;NM_001160333,NM_001005388;NM_001160333,NM_001005389;NM_015090,NM_001005388;NM_015090,NM_001005389	chr1:204913354-204921244
CAS	chr1:+:NFASC:CAS:1	chr1	+	204926784:204926954	204931236:204931286	204937377:204937488	N/A	NM_001005388,NM_001160331;NM_001005388,NM_001160332;NM_001005388,NM_015090;NM_001005389,NM_001160331;NM_001005389,NM_001160332;NM_001005389,NM_015090;NM_001160333,NM_001160331;NM_001160333,NM_001160332;NM_001160333,NM_015090	chr1:204926784-204937488
CAS	chr1:+:NFIA:CAS:0	chr1	+	61872234:61872399	61892137:61892228	61920975:61928460	N/A	NM_005595,NM_001134673;NM_005595,NM_001145511;NM_005595,NM_001145512	chr1:61872234-61928460
CAS	chr1:+:NFYC:CAS:0	chr1	+	41213206:41213277	41215245:41215358	41218823:41218918	N/A	NM_001142589,NM_001142587;NM_001142589,NM_001142588;NM_001142589,NM_001142590;NM_001142589,NM_014223	chr1:41213206-41218918
CAS	chr1:+:NFYC:CAS:1	chr1	+	41232268:41232375	41232590:41232646	41235028:41235087	N/A	NM_001142587,NM_001142588;NM_001142589,NM_001142588;NM_001142590,NM_001142588;NM_014223,NM_001142588	chr1:41232268-41235087
CAS	chr1:+:NLRP3:CAS:0	chr1	+	247587149:247588901	247592887:247593057	247597405:247597575	N/A	NM_001127462,NM_001079821;NM_001127462,NM_001127461;NM_001127462,NM_001243133;NM_001127462,NM_004895;NM_183395,NM_001079821;NM_183395,NM_001127461;NM_183395,NM_001243133;NM_183395,NM_004895	chr1:247587149-247597575
CAS	chr1:+:NLRP3:CAS:1	chr1	+	247597405:247597575	247599272:247599442	247607274:247607444	N/A	NM_001127461,NM_001079821;NM_001127461,NM_001127462;NM_001127461,NM_001243133;NM_001127461,NM_004895;NM_183395,NM_001079821;NM_183395,NM_001127462;NM_183395,NM_001243133;NM_183395,NM_004895	chr1:247597405-247607444
CAS	chr1:-:NME7:CAS:0	chr1	-	169199956:169200057	169159881:169159943	169138685:169138792	N/A	NM_013330,NR_104229;NM_197972,NR_104229	chr1:169138685-169200057
CAS	chr1:-:NPHP4:CAS:0	chr1	-	5940174:5940299	5939406:5939692	5937153:5937358	N/A	NM_001291593,NR_111987;NM_001291594,NR_111987;NM_015102,NR_111987	chr1:5937153-5940299
CAS	chr1:-:NPHP4:CAS:1	chr1	-	6021854:6022009	6012760:6012896	6008130:6008311	N/A	NM_001291593,NM_001291594;NM_001291593,NM_015102;NM_001291593,NR_111987	chr1:6008130-6022009
CAS	chr1:-:NPHS2:CAS:0	chr1	-	179528814:179528896	179526162:179526365	179523611:179523666	N/A	NM_001297575,NM_014625	chr1:179523611-179528896
CAS	chr1:-:NR1I3:CAS:0	chr1	-	161207831:161208000	161206249:161206388	161205637:161205767	N/A	NM_001077470,NM_001077469;NM_001077470,NM_001077471;NM_001077470,NM_001077474;NM_001077470,NM_001077478;NM_001077470,NM_001077480;NM_001077470,NM_001077481;NM_001077470,NM_001077482;NM_001077470,NM_005122;NM_001077472,NM_001077469;NM_001077472,NM_001077471;NM_001077472,NM_001077474;NM_001077472,NM_001077478;NM_001077472,NM_001077480;NM_001077472,NM_001077481;NM_001077472,NM_001077482;NM_001077472,NM_005122;NM_001077473,NM_001077469;NM_001077473,NM_001077471;NM_001077473,NM_001077474;NM_001077473,NM_001077478;NM_001077473,NM_001077480;NM_001077473,NM_001077481;NM_001077473,NM_001077482;NM_001077473,NM_005122;NM_001077475,NM_001077469;NM_001077475,NM_001077471;NM_001077475,NM_001077474;NM_001077475,NM_001077478;NM_001077475,NM_001077480;NM_001077475,NM_001077481;NM_001077475,NM_001077482;NM_001077475,NM_005122;NM_001077476,NM_001077469;NM_001077476,NM_001077471;NM_001077476,NM_001077474;NM_001077476,NM_001077478;NM_001077476,NM_001077480;NM_001077476,NM_001077481;NM_001077476,NM_001077482;NM_001077476,NM_005122;NM_001077477,NM_001077469;NM_001077477,NM_001077471;NM_001077477,NM_001077474;NM_001077477,NM_001077478;NM_001077477,NM_001077480;NM_001077477,NM_001077481;NM_001077477,NM_001077482;NM_001077477,NM_005122;NM_001077479,NM_001077469;NM_001077479,NM_001077471;NM_001077479,NM_001077474;NM_001077479,NM_001077478;NM_001077479,NM_001077480;NM_001077479,NM_001077481;NM_001077479,NM_001077482;NM_001077479,NM_005122	chr1:161205637-161208000
CAS	chr1:-:NSL1:CAS:0	chr1	-	212955714:212955768	212939531:212939615	212912876:212912943	N/A	NM_015471,NM_001042549	chr1:212912876-212955768
CAS	chr1:+:NTRK1:CAS:0	chr1	+	156843425:156843751	156844175:156844192	156844363:156844418	N/A	NM_001007792,NM_002529;NM_001012331,NM_002529	chr1:156843425-156844418
CAS	chr1:-:NVL:CAS:0	chr1	-	224491425:224491559	224489393:224489473	224488264:224488365	N/A	NM_001243147,NM_001243146;NM_002533,NM_001243146;NM_206840,NM_001243146	chr1:224488264-224491559
CAS	chr1:-:NVL:CAS:1	chr1	-	224517773:224517891	224514093:224514166	224505580:224505632	N/A	NM_001243146,NM_001243147;NM_001243146,NM_002533;NM_206840,NM_001243147;NM_206840,NM_002533	chr1:224505580-224517891
CAS	chr1:+:OBSCN:CAS:0	chr1	+	228404714:228404989	228407025:228407300	228412160:228412435	N/A	NM_001098623,NM_001271223;NM_052843,NM_001271223	chr1:228404714-228412435
CAS	chr1:+:OBSCN:CAS:1	chr1	+	228444352:228444627	228447202:228447477	228451817:228452092	N/A	NM_001098623,NM_001271223;NM_052843,NM_001271223	chr1:228444352-228452092
CAS	chr1:+:OBSCN:CAS:2	chr1	+	228464861:228465014	228465206:228465367	228465455:228465559	N/A	NM_001098623,NM_001271223;NM_052843,NM_001271223	chr1:228464861-228465559
CAS	chr1:-:ODF2L:CAS:0	chr1	-	86836701:86836836	86834319:86834405	86826109:86826219	N/A	NM_001184766,NM_001007022;NM_001184766,NM_001184765;NM_020729,NM_001007022;NM_020729,NM_001184765	chr1:86826109-86836836
CAS	chr1:-:OLFM3:CAS:0	chr1	-	102290582:102290801	102277966:102278702	102271632:102271738	N/A	NM_001288821,NR_110210;NM_001288821,NR_110211;NM_001288821,NR_110212;NM_001288823,NR_110210;NM_001288823,NR_110211;NM_001288823,NR_110212;NM_058170,NR_110210;NM_058170,NR_110211;NM_058170,NR_110212	chr1:102271632-102290801
CAS	chr1:+:OSBPL9:CAS:0	chr1	+	52215817:52215867	52221992:52222030	52226362:52226452	N/A	NM_148904,NM_024586;NM_148904,NM_148906;NM_148904,NR_036662;NM_148905,NM_024586;NM_148905,NM_148906;NM_148905,NR_036662;NM_148907,NM_024586;NM_148907,NM_148906;NM_148907,NR_036662;NM_148908,NM_024586;NM_148908,NM_148906;NM_148908,NR_036662;NM_148909,NM_024586;NM_148909,NM_148906;NM_148909,NR_036662	chr1:52215817-52226452
CAS	chr1:+:PBX1:CAS:0	chr1	+	164781227:164781386	164789309:164789421	164790774:164790863	N/A	NM_001204961,NM_001204963;NM_001204961,NM_002585	chr1:164781227-164790863
CAS	chr1:+:PDZK1:CAS:0	chr1	+	145727666:145727749	145743263:145743333	145747042:145747253	N/A	NM_001201325,NM_002614;NM_001201326,NM_002614	chr1:145727666-145747253
CAS	chr1:-:PEX19:CAS:0	chr1	-	160252734:160252899	160252207:160252292	160251829:160251990	N/A	NR_036493,NM_001193644;NR_036493,NM_002857;NR_036493,NR_036492	chr1:160251829-160252899
CAS	chr1:-:PEX19:CAS:1	chr1	-	160254845:160254941	160253320:160253429	160252734:160252899	N/A	NR_036492,NM_001193644;NR_036492,NM_002857;NR_036492,NR_036493	chr1:160252734-160254941
CAS	chr1:+:PIP5K1A:CAS:0	chr1	+	151209034:151209239	151210658:151210741	151211606:151211654	N/A	NM_001135636,NM_001135637;NM_001135636,NM_001135638;NM_001135636,NM_003557	chr1:151209034-151211654
CAS	chr1:+:PIP5K1A:CAS:1	chr1	+	151212431:151212515	151214599:151214745	151214914:151215043	N/A	NM_001135637,NM_001135636;NM_001135637,NM_001135638;NM_001135637,NM_003557	chr1:151212431-151215043
CAS	chr1:+:PKP1:CAS:0	chr1	+	201287746:201287923	201288944:201289006	201289395:201289509	N/A	NM_001005337,NM_000299	chr1:201287746-201289509
CAS	chr1:-:PLA2G2D:CAS:0	chr1	-	20442826:20442970	20442000:20442106	20439143:20440752	N/A	NM_001271814,NM_012400	chr1:20439143-20442970
CAS	chr1:+:PLEKHN1:CAS:0	chr1	+	908241:908390	908566:908706	908880:909020	N/A	NM_001160184,NM_032129	chr1:908241-909020
CAS	chr1:+:POU2F1:CAS:0	chr1	+	167341154:167341273	167343345:167343533	167345266:167345392	N/A	NM_001198786,NM_001198783;NM_001198786,NM_002697;NM_001198786,NR_037163	chr1:167341154-167345392
CAS	chr1:+:PPP1R8:CAS:0	chr1	+	28165210:28165363	28167525:28167745	28169697:28169841	N/A	NM_002713,NM_014110;NM_002713,NM_138558	chr1:28165210-28169841
CAS	chr1:+:PRG4:CAS:0	chr1	+	186265978:186266083	186269223:186269345	186270724:186270843	N/A	NM_001127708,NM_001127709;NM_001127708,NM_005807;NM_001127710,NM_001127709;NM_001127710,NM_005807	chr1:186265978-186270843
CAS	chr1:-:PRKAB2:CAS:0	chr1	-	146638425:146638518	146638077:146638197	146634019:146634152	N/A	NR_103870,NM_005399;NR_103870,NR_103871	chr1:146634019-146638518
CAS	chr1:-:PRKAB2:CAS:1	chr1	-	146643568:146643746	146639346:146639512	146638425:146638518	N/A	NR_103870,NM_005399;NR_103871,NM_005399	chr1:146638425-146643746
CAS	chr1:+:PRKACB:CAS:0	chr1	+	84647883:84648011	84649720:84649818	84650783:84650865	N/A	NM_001242861,NM_001242857;NM_001242861,NM_001242858;NM_001242861,NM_001242859;NM_001242861,NM_001242860;NM_001242861,NM_001242862;NM_001242861,NM_002731;NM_001242861,NM_182948;NM_001242861,NM_207578	chr1:84647883-84650865
CAS	chr1:+:PRRX1:CAS:0	chr1	+	170695361:170695542	170699418:170699489	170705189:170708541	N/A	NM_022716,NM_006902	chr1:170695361-170708541
CAS	chr1:+:PTGFR:CAS:0	chr1	+	78958357:78959226	78963559:78963629	79002091:79006386	N/A	NM_000959,NM_001039585	chr1:78958357-79006386
CAS	chr1:-:PTP4A2:CAS:0	chr1	-	32377297:32377427	32375639:32375713	32372022:32374561	N/A	NM_001195100,NM_001195101;NM_001195100,NM_080391	chr1:32372022-32377427
CAS	chr1:-:PTP4A2:CAS:1	chr1	-	32384571:32385259	32381496:32381588	32377297:32377427	N/A	NM_001195101,NM_001195100;NM_001195101,NM_080391	chr1:32377297-32385259
CAS	chr1:+:PTPRF:CAS:0	chr1	+	44064391:44064584	44067742:44067768	44069087:44069204	N/A	NM_130440,NM_002840	chr1:44064391-44069204
CAS	chr1:+:PTPRU:CAS:0	chr1	+	29611243:29611381	29616195:29616224	29618381:29618538	N/A	NM_001195001,NM_005704;NM_133177,NM_005704;NM_133178,NM_005704	chr1:29611243-29618538
CAS	chr1:+:PTPRU:CAS:1	chr1	+	29631864:29631940	29633641:29633658	29637256:29637292	N/A	NM_001195001,NM_133177;NM_005704,NM_133177;NM_133178,NM_133177	chr1:29631864-29637292
CAS	chr1:-:PYCR2:CAS:0	chr1	-	226109904:226110083	226109558:226109779	226109252:226109344	N/A	NM_001271681,NM_013328	chr1:226109252-226110083
CAS	chr1:+:PYHIN1:CAS:0	chr1	+	158914665:158914832	158943437:158943561	158946491:158946849	N/A	NM_198929,NM_152501;NM_198929,NM_198928;NM_198930,NM_152501;NM_198930,NM_198928	chr1:158914665-158946849
CAS	chr1:+:RALGPS2:CAS:0	chr1	+	178858777:178858831	178861365:178861442	178863054:178863159	N/A	NM_001286247,NM_152663	chr1:178858777-178863159
CAS	chr1:-:RAP1GAP:CAS:0	chr1	-	21932559:21932690	21930328:21930405	21929297:21929406	N/A	NM_001145658,NM_001145657;NM_002885,NM_001145657	chr1:21929297-21932690
CAS	chr1:+:RASSF5:CAS:0	chr1	+	206757719:206758016	206758512:206758627	206760158:206762616	N/A	NM_182664,NM_182663;NM_182664,NM_182665	chr1:206757719-206762616
